TimeStamp,Current (mA),Voltage (V),Power (W),kWh per 1 Minute,Cost per 1 Minute (BDT)
11/29/2023 14:07,133,228.5,13.4,0.000223333,0.0019698
11/29/2023 14:06,244,227.3,31.3,0.000521667,0.0046011
11/29/2023 14:05,226,229.3,25.3,0.000421667,0.0037191
11/29/2023 14:01,122,231.4,13.9,0.000231667,0.0020433
11/29/2023 14:00,189,230.6,21.6,0.00036,0.0031752
11/29/2023 13:58,152,230.2,16.7,0.000278333,0.0024549
11/29/2023 13:57,148,230.6,17.5,0.000291667,0.0025725
11/29/2023 13:51,229,230.2,29.2,0.000486667,0.0042924
11/29/2023 13:49,146,231,19.6,0.000326667,0.0028812
11/29/2023 13:45,123,231,13.6,0.000226667,0.0019992
11/29/2023 13:44,235,228.5,30.5,0.000508333,0.0044835
11/29/2023 13:42,145,229.3,18.2,0.000303333,0.0026754
11/29/2023 13:41,155,229.8,14.4,0.00024,0.0021168
11/29/2023 13:36,186,227.3,19.8,0.00033,0.0029106
11/29/2023 13:35,169,228.9,13.9,0.000231667,0.0020433
11/29/2023 13:33,187,226.5,24,0.0004,0.003528
11/29/2023 13:32,285,227.7,40.8,0.00068,0.0059976
11/29/2023 13:31,264,228.5,31.9,0.000531667,0.0046893
11/29/2023 13:29,173,231,19.3,0.000321667,0.0028371
11/29/2023 13:25,167,226.9,19.1,0.000318333,0.0028077
11/29/2023 13:24,199,226.5,29.2,0.000486667,0.0042924
11/29/2023 13:23,189,227.7,22.3,0.000371667,0.0032781
11/29/2023 13:20,223,228.5,31,0.000516667,0.004557
11/29/2023 13:13,337,231.4,45.1,0.000751667,0.0066297
11/29/2023 13:10,113,231.8,13.1,0.000218333,0.0019257
11/29/2023 12:58,213,231.4,25.1,0.000418333,0.0036897
11/29/2023 12:57,279,231,35.7,0.000595,0.0052479
11/29/2023 12:56,120,227.3,12.3,0.000205,0.0018081
11/29/2023 12:47,177,225.7,26.5,0.000441667,0.0038955
11/29/2023 12:34,225,223.8,29.4,0.00049,0.0043218
11/29/2023 12:32,228,224.2,29.3,0.000488333,0.0043071
11/29/2023 12:14,354,227.3,38.9,0.000648333,0.0057183
11/29/2023 12:10,181,226.9,22.7,0.000378333,0.0033369
11/29/2023 12:08,298,228.5,40.2,0.00067,0.0059094
11/29/2023 12:06,186,228.5,23.5,0.000391667,0.0034545
11/29/2023 12:04,215,226.1,26.9,0.000448333,0.0039543
11/29/2023 12:02,76,228.5,8,0.000133333,0.001176
11/29/2023 12:01,160,227.7,23.6,0.000393333,0.0034692
11/29/2023 11:53,124,231,13.5,0.000225,0.0019845
11/29/2023 11:50,128,228.5,15,0.00025,0.002205
11/29/2023 11:46,147,230.6,20,0.000333333,0.00294
11/29/2023 11:45,147,230.2,17.3,0.000288333,0.0025431
11/29/2023 11:44,191,231,33.8,0.000563333,0.0049686
11/29/2023 11:34,182,229.3,14.2,0.000236667,0.0020874
11/29/2023 11:33,226,232.2,25.6,0.000426667,0.0037632
11/29/2023 11:32,150,229.3,14.9,0.000248333,0.0021903
11/29/2023 11:31,127,227.7,13.4,0.000223333,0.0019698
11/29/2023 11:26,129,231,13.7,0.000228333,0.0020139
11/29/2023 11:25,204,228.5,25.1,0.000418333,0.0036897
11/29/2023 11:23,125,231,13.2,0.00022,0.0019404
11/29/2023 11:22,193,228.5,24,0.0004,0.003528
11/29/2023 11:21,191,229.3,22,0.000366667,0.003234
11/29/2023 11:09,141,230.2,16.7,0.000278333,0.0024549
11/29/2023 11:06,122,231.4,13.7,0.000228333,0.0020139
11/29/2023 11:02,137,232.7,13.2,0.00022,0.0019404
11/29/2023 10:57,145,232.2,16.6,0.000276667,0.0024402
11/29/2023 10:51,148,231.4,20.1,0.000335,0.0029547
11/29/2023 10:50,131,234.4,14.3,0.000238333,0.0021021
11/29/2023 10:48,153,230.2,18.5,0.000308333,0.0027195
11/29/2023 10:46,142,236.1,17.4,0.00029,0.0025578
11/29/2023 10:42,152,230.6,17.2,0.000286667,0.0025284
11/29/2023 10:41,146,231.8,14.2,0.000236667,0.0020874
11/29/2023 10:39,129,229.8,14.6,0.000243333,0.0021462
11/29/2023 10:38,173,231.4,24.5,0.000408333,0.0036015
11/29/2023 10:36,136,233.9,13.2,0.00022,0.0019404
11/29/2023 10:35,210,231,15.8,0.000263333,0.0023226
11/29/2023 10:34,256,229.8,26.6,0.000443333,0.0039102
11/29/2023 10:26,126,231.8,13.2,0.00022,0.0019404
11/29/2023 10:25,200,233.1,23,0.000383333,0.003381
11/29/2023 10:24,155,227.3,14.3,0.000238333,0.0021021
11/29/2023 10:23,315,226.9,39.7,0.000661667,0.0058359
11/29/2023 10:22,179,229.3,23,0.000383333,0.003381
11/29/2023 10:21,142,228.5,16,0.000266667,0.002352
11/29/2023 10:20,444,230.2,61.8,0.00103,0.0090846
11/29/2023 10:19,303,229.3,23.6,0.000393333,0.0034692
11/29/2023 10:18,257,228.9,31,0.000516667,0.004557
11/29/2023 10:15,201,229.3,19.3,0.000321667,0.0028371
11/29/2023 10:13,453,230.2,63.9,0.001065,0.0093933
11/29/2023 10:11,0,228.9,0,0,0
11/29/2023 4:03,113,248.4,19.3,0.000321667,0.0028371
11/29/2023 3:59,177,248.8,18.1,0.000301667,0.0026607
11/29/2023 3:58,310,248.4,42.2,0.000703333,0.0062034
11/29/2023 3:57,192,248.4,29.2,0.000486667,0.0042924
11/29/2023 3:56,123,247.4,19.8,0.00033,0.0029106
11/29/2023 3:55,175,247.4,28.4,0.000473333,0.0041748
11/29/2023 3:52,110,246.9,17.8,0.000296667,0.0026166
11/29/2023 3:51,157,247.9,19.6,0.000326667,0.0028812
11/29/2023 3:48,200,244.6,29.7,0.000495,0.0043659
11/29/2023 3:47,190,246.9,27,0.00045,0.003969
11/29/2023 3:45,211,246,24.7,0.000411667,0.0036309
11/29/2023 3:44,107,245,20.2,0.000336667,0.0029694
11/29/2023 3:43,183,246,29.1,0.000485,0.0042777
11/29/2023 3:42,107,247.4,14.9,0.000248333,0.0021903
11/29/2023 3:41,105,245.5,15.3,0.000255,0.0022491
11/29/2023 3:40,173,247.9,21.3,0.000355,0.0031311
11/29/2023 3:39,245,246.5,31.3,0.000521667,0.0046011
11/29/2023 3:38,123,246.9,16.5,0.000275,0.0024255
11/29/2023 3:37,130,245.5,17.3,0.000288333,0.0025431
11/29/2023 3:36,109,246.5,14.2,0.000236667,0.0020874
11/29/2023 3:35,120,246,34.1,0.000568333,0.0050127
11/29/2023 3:33,101,247.9,14.1,0.000235,0.0020727
11/29/2023 3:32,104,247.4,14.6,0.000243333,0.0021462
11/29/2023 3:31,112,248.4,13.9,0.000231667,0.0020433
11/29/2023 3:29,190,247.9,29.2,0.000486667,0.0042924
11/29/2023 3:28,105,245.5,14.2,0.000236667,0.0020874
11/29/2023 3:27,166,247.9,21.7,0.000361667,0.0031899
11/29/2023 3:26,168,246.9,17.7,0.000295,0.0026019
11/29/2023 3:24,159,247.4,24.2,0.000403333,0.0035574
11/29/2023 3:22,204,248.4,14.8,0.000246667,0.0021756
11/29/2023 3:21,178,247.9,28,0.000466667,0.004116
11/29/2023 3:20,113,248.4,17.9,0.000298333,0.0026313
11/29/2023 3:17,224,247.9,36.3,0.000605,0.0053361
11/29/2023 3:16,114,245.5,17,0.000283333,0.002499
11/29/2023 3:15,168,246.5,15.6,0.00026,0.0022932
11/29/2023 3:13,112,245.5,29,0.000483333,0.004263
11/29/2023 3:11,113,246.5,16.7,0.000278333,0.0024549
11/29/2023 3:10,203,247.4,24.8,0.000413333,0.0036456
11/29/2023 3:09,126,247.4,19.5,0.000325,0.0028665
11/29/2023 3:08,128,248.4,19.8,0.00033,0.0029106
11/29/2023 3:07,296,246.5,41.8,0.000696667,0.0061446
11/29/2023 3:05,112,247.4,24.7,0.000411667,0.0036309
11/29/2023 3:04,135,247.9,28.9,0.000481667,0.0042483
11/29/2023 3:03,133,247.4,21.1,0.000351667,0.0031017
11/29/2023 2:58,132,247.9,25.6,0.000426667,0.0037632
11/29/2023 2:57,152,246.9,19.1,0.000318333,0.0028077
11/29/2023 2:56,166,246,21.3,0.000355,0.0031311
11/29/2023 2:55,190,246.9,26.6,0.000443333,0.0039102
11/29/2023 2:53,256,247.4,38,0.000633333,0.005586
11/29/2023 2:51,230,247.9,31.1,0.000518333,0.0045717
11/29/2023 2:47,110,248.4,20.1,0.000335,0.0029547
11/29/2023 2:46,108,247.9,13,0.000216667,0.001911
11/29/2023 2:45,151,246.5,23.3,0.000388333,0.0034251
11/29/2023 2:44,146,246.9,20.3,0.000338333,0.0029841
11/29/2023 2:43,119,246,15.3,0.000255,0.0022491
11/29/2023 2:42,109,247.9,13.6,0.000226667,0.0019992
11/29/2023 2:40,176,246.5,24.1,0.000401667,0.0035427
11/29/2023 2:39,130,248.4,14.6,0.000243333,0.0021462
11/29/2023 2:36,210,248.4,32.5,0.000541667,0.0047775
11/29/2023 2:35,109,247.9,15.4,0.000256667,0.0022638
11/29/2023 2:34,110,248.4,13.6,0.000226667,0.0019992
11/29/2023 2:33,151,247.4,22.8,0.00038,0.0033516
11/29/2023 2:29,104,247.9,15.5,0.000258333,0.0022785
11/29/2023 2:28,154,247.4,16.6,0.000276667,0.0024402
11/29/2023 2:27,323,246.5,41.3,0.000688333,0.0060711
11/29/2023 2:26,167,247.4,25.4,0.000423333,0.0037338
11/29/2023 2:25,198,245,26.1,0.000435,0.0038367
11/29/2023 2:24,111,246,15,0.00025,0.002205
11/29/2023 2:23,200,246.5,31.3,0.000521667,0.0046011
11/29/2023 2:21,117,246.5,14.7,0.000245,0.0021609
11/29/2023 2:19,111,246,17.9,0.000298333,0.0026313
11/29/2023 2:17,109,246.5,14.6,0.000243333,0.0021462
11/29/2023 2:15,238,246,31.6,0.000526667,0.0046452
11/29/2023 2:14,257,243.7,39,0.00065,0.005733
11/29/2023 2:13,198,246.9,26.7,0.000445,0.0039249
11/29/2023 2:11,122,248.4,16.3,0.000271667,0.0023961
11/29/2023 2:09,233,247.4,28.8,0.00048,0.0042336
11/29/2023 2:07,221,246,40.6,0.000676667,0.0059682
11/29/2023 2:05,212,244.6,31,0.000516667,0.004557
11/29/2023 2:04,216,245.5,40.8,0.00068,0.0059976
11/29/2023 2:03,180,245,25.9,0.000431667,0.0038073
11/29/2023 2:01,252,244.1,44.5,0.000741667,0.0065415
11/29/2023 2:00,290,243.7,33.6,0.00056,0.0049392
11/29/2023 1:59,156,245,23.8,0.000396667,0.0034986
11/29/2023 1:57,183,245.5,29.9,0.000498333,0.0043953
11/29/2023 1:56,289,245,40.7,0.000678333,0.0059829
11/29/2023 1:52,187,246.9,28.3,0.000471667,0.0041601
11/29/2023 1:51,219,247.4,36.2,0.000603333,0.0053214
11/29/2023 1:50,181,247.4,22.9,0.000381667,0.0033663
11/29/2023 1:49,160,247.9,25.5,0.000425,0.0037485
11/29/2023 1:48,173,247.9,24,0.0004,0.003528
11/29/2023 1:47,223,247.4,36.6,0.00061,0.0053802
11/29/2023 1:45,167,247.9,27.5,0.000458333,0.0040425
11/29/2023 1:44,176,246.9,20.5,0.000341667,0.0030135
11/29/2023 1:43,187,247.9,30.4,0.000506667,0.0044688
11/29/2023 1:42,129,246,21.6,0.00036,0.0031752
11/29/2023 1:41,169,248.4,25.7,0.000428333,0.0037779
11/29/2023 1:40,158,247.9,22.3,0.000371667,0.0032781
11/29/2023 1:39,132,245.5,20.9,0.000348333,0.0030723
11/29/2023 1:36,254,246.9,30.4,0.000506667,0.0044688
11/29/2023 1:34,174,246.5,27.8,0.000463333,0.0040866
11/29/2023 1:31,124,245.5,24,0.0004,0.003528
11/29/2023 1:30,112,247.4,24.3,0.000405,0.0035721
11/29/2023 1:29,110,246,23.1,0.000385,0.0033957
11/29/2023 1:28,198,245.5,29.7,0.000495,0.0043659
11/29/2023 1:27,173,246.5,26.7,0.000445,0.0039249
11/29/2023 1:26,176,244.6,13.1,0.000218333,0.0019257
11/29/2023 1:25,127,246,32.4,0.00054,0.0047628
11/29/2023 1:22,198,246.5,26.2,0.000436667,0.0038514
11/29/2023 1:19,192,246,28.9,0.000481667,0.0042483
11/29/2023 1:18,132,246.9,23,0.000383333,0.003381
11/29/2023 1:17,215,246,25.7,0.000428333,0.0037779
11/29/2023 1:16,245,246,33.4,0.000556667,0.0049098
11/29/2023 1:14,220,245.5,31.2,0.00052,0.0045864
11/29/2023 1:13,146,243.7,22.4,0.000373333,0.0032928
11/29/2023 1:11,134,243.2,21.8,0.000363333,0.0032046
11/29/2023 1:10,174,246.9,21.9,0.000365,0.0032193
11/29/2023 1:09,274,248.4,35.4,0.00059,0.0052038
11/29/2023 1:06,289,246.9,44.2,0.000736667,0.0064974
11/29/2023 1:05,143,246.9,19.6,0.000326667,0.0028812
11/29/2023 1:04,207,246.5,25,0.000416667,0.003675
11/29/2023 1:02,197,245,34.1,0.000568333,0.0050127
11/29/2023 1:01,194,246.9,28.4,0.000473333,0.0041748
11/29/2023 0:59,113,245.5,16.2,0.00027,0.0023814
11/29/2023 0:58,172,246.9,32.6,0.000543333,0.0047922
11/29/2023 0:57,134,245.5,21.5,0.000358333,0.0031605
11/29/2023 0:54,157,245,23.1,0.000385,0.0033957
11/29/2023 0:50,112,244.1,14.4,0.00024,0.0021168
11/29/2023 0:48,123,244.6,19.9,0.000331667,0.0029253
11/29/2023 0:47,126,243.2,14.6,0.000243333,0.0021462
11/29/2023 0:46,200,243.7,37.1,0.000618333,0.0054537
11/29/2023 0:45,238,244.6,27.5,0.000458333,0.0040425
11/29/2023 0:44,173,246.5,20.2,0.000336667,0.0029694
11/29/2023 0:40,232,246,26.7,0.000445,0.0039249
11/29/2023 0:39,166,245.5,27.7,0.000461667,0.0040719
11/29/2023 0:37,199,244.6,30.4,0.000506667,0.0044688
11/29/2023 0:36,102,243.7,21,0.00035,0.003087
11/29/2023 0:34,132,244.1,20.7,0.000345,0.0030429
11/29/2023 0:31,262,245,40.6,0.000676667,0.0059682
11/29/2023 0:29,203,244.1,43.7,0.000728333,0.0064239
11/29/2023 0:27,233,246,29.2,0.000486667,0.0042924
11/29/2023 0:26,134,245.5,24.6,0.00041,0.0036162
11/29/2023 0:21,196,246,34.1,0.000568333,0.0050127
11/29/2023 0:20,131,244.6,22.5,0.000375,0.0033075
11/29/2023 0:19,246,245,30.6,0.00051,0.0044982
11/29/2023 0:18,165,245.5,27.6,0.00046,0.0040572
11/29/2023 0:17,228,244.6,34.7,0.000578333,0.0051009
11/29/2023 0:14,144,246,19.7,0.000328333,0.0028959
11/29/2023 0:12,154,245,22.5,0.000375,0.0033075
11/29/2023 0:10,199,244.6,35.9,0.000598333,0.0052773
11/29/2023 0:07,221,246,38.2,0.000636667,0.0056154
11/29/2023 0:06,184,245,36.1,0.000601667,0.0053067
11/29/2023 0:05,151,246.9,18,0.0003,0.002646
11/29/2023 0:04,152,244.6,18.9,0.000315,0.0027783
11/29/2023 0:01,167,243.7,19.6,0.000326667,0.0028812
11/29/2023 0:00,165,244.1,13.5,0.000225,0.0019845
11/30/2023 23:50,204,241.8,29.8,0.000496667,0.0043806
11/30/2023 23:29,212,241.4,30.3,0.000505,0.0044541
11/30/2023 23:13,123,239.1,14.6,0.000243333,0.0021462
11/30/2023 23:05,309,238.2,48.1,0.000801667,0.0070707
11/30/2023 23:04,210,236.1,30.1,0.000501667,0.0044247
11/30/2023 23:03,299,236.9,46.3,0.000771667,0.0068061
11/30/2023 22:59,231,238.7,33.2,0.000553333,0.0048804
11/30/2023 22:58,246,239.1,41.8,0.000696667,0.0061446
11/30/2023 22:52,254,238.7,37.7,0.000628333,0.0055419
11/30/2023 22:51,337,238.2,50.7,0.000845,0.0074529
11/30/2023 22:50,270,237.8,39.2,0.000653333,0.0057624
11/30/2023 22:48,275,236.9,41.2,0.000686667,0.0060564
11/30/2023 21:57,92,223.4,14.7,0.000245,0.0021609
11/30/2023 21:56,105,222.2,8.5,0.000141667,0.0012495
11/30/2023 21:55,118,223,11.6,0.000193333,0.0017052
11/30/2023 21:54,94,223,8.4,0.00014,0.0012348
11/30/2023 21:53,152,223,10.9,0.000181667,0.0016023
11/30/2023 21:52,105,221.8,13.5,0.000225,0.0019845
11/30/2023 21:51,99,223,9.4,0.000156667,0.0013818
11/30/2023 21:50,112,221.1,12.1,0.000201667,0.0017787
11/30/2023 21:49,103,223,11.6,0.000193333,0.0017052
11/30/2023 21:48,126,221.1,17.5,0.000291667,0.0025725
11/30/2023 21:46,158,220,13.4,0.000223333,0.0019698
11/30/2023 21:45,98,220,9.5,0.000158333,0.0013965
11/30/2023 21:44,114,219.2,11.2,0.000186667,0.0016464
11/30/2023 21:43,106,220.7,11.1,0.000185,0.0016317
11/30/2023 21:42,100,222.2,8.6,0.000143333,0.0012642
11/30/2023 21:41,130,221.8,13.4,0.000223333,0.0019698
11/30/2023 21:40,119,220.7,10.3,0.000171667,0.0015141
11/30/2023 21:39,118,222.2,9.4,0.000156667,0.0013818
11/30/2023 21:38,177,221.8,11.3,0.000188333,0.0016611
11/30/2023 21:37,106,220.7,11.5,0.000191667,0.0016905
11/30/2023 21:36,173,220.3,15.8,0.000263333,0.0023226
11/30/2023 21:33,102,221.8,8.3,0.000138333,0.0012201
11/30/2023 21:32,98,223.7,9.8,0.000163333,0.0014406
11/30/2023 21:31,190,223,16,0.000266667,0.002352
11/30/2023 21:30,109,222.6,11.2,0.000186667,0.0016464
11/30/2023 21:29,299,218.5,34.7,0.000578333,0.0051009
11/30/2023 20:49,226,217.7,23.6,0.000393333,0.0034692
11/30/2023 20:48,329,218.1,38.1,0.000635,0.0056007
11/30/2023 20:42,65,218.5,5.8,9.67E-05,0.0008526
11/30/2023 20:41,74,220,5.4,9.00E-05,0.0007938
11/30/2023 20:40,72,220.7,5.3,8.83E-05,0.0007791
11/30/2023 20:38,215,220.3,24.7,0.000411667,0.0036309
11/30/2023 20:37,135,218.5,11.7,0.000195,0.0017199
11/30/2023 20:36,437,219.2,57,0.00095,0.008379
11/30/2023 20:35,150,220,17.6,0.000293333,0.0025872
11/30/2023 20:34,200,219.6,24.9,0.000415,0.0036603
11/30/2023 20:31,103,222.2,10.3,0.000171667,0.0015141
11/30/2023 20:27,236,220,13.1,0.000218333,0.0019257
11/30/2023 20:26,108,221.8,23.8,0.000396667,0.0034986
11/30/2023 20:25,98,219.6,14.2,0.000236667,0.0020874
11/30/2023 20:24,114,220.3,13.5,0.000225,0.0019845
11/30/2023 20:23,117,220,21.7,0.000361667,0.0031899
11/30/2023 20:22,111,220.7,20.6,0.000343333,0.0030282
11/30/2023 20:21,103,220.7,10.1,0.000168333,0.0014847
11/30/2023 20:19,196,220.7,36.9,0.000615,0.0054243
11/30/2023 20:18,148,222.2,11.7,0.000195,0.0017199
11/30/2023 20:17,100,220.3,12.5,0.000208333,0.0018375
11/30/2023 20:16,118,221.8,21.8,0.000363333,0.0032046
11/30/2023 20:15,301,221.8,37.8,0.00063,0.0055566
11/30/2023 20:14,198,220.3,18.3,0.000305,0.0026901
11/30/2023 20:13,128,222.2,12.5,0.000208333,0.0018375
11/30/2023 20:12,115,221.1,13.5,0.000225,0.0019845
11/30/2023 20:11,109,221.8,13.1,0.000218333,0.0019257
11/30/2023 20:09,262,222.6,30.3,0.000505,0.0044541
11/30/2023 20:08,130,223.7,14.4,0.00024,0.0021168
11/30/2023 20:07,115,222.2,10.3,0.000171667,0.0015141
11/30/2023 20:05,106,223,10.6,0.000176667,0.0015582
11/30/2023 20:04,203,219.6,22,0.000366667,0.003234
11/30/2023 20:03,111,221.1,12.3,0.000205,0.0018081
11/30/2023 20:02,105,221.1,10.7,0.000178333,0.0015729
11/30/2023 20:01,214,221.8,25.8,0.00043,0.0037926
11/30/2023 19:59,201,222.6,14.2,0.000236667,0.0020874
11/30/2023 19:58,227,222.6,27.7,0.000461667,0.0040719
11/30/2023 19:56,190,221.1,21.2,0.000353333,0.0031164
11/30/2023 19:55,114,219.6,12.2,0.000203333,0.0017934
11/30/2023 19:54,211,220.3,22.7,0.000378333,0.0033369
11/30/2023 19:53,226,222.2,30.5,0.000508333,0.0044835
11/30/2023 19:47,202,223.7,12,0.0002,0.001764
11/30/2023 19:46,170,220.7,15.5,0.000258333,0.0022785
11/30/2023 19:44,108,221.8,11.2,0.000186667,0.0016464
11/30/2023 19:43,143,221.8,15.2,0.000253333,0.0022344
11/30/2023 19:42,176,221.8,19,0.000316667,0.002793
11/30/2023 19:41,105,222.2,10.3,0.000171667,0.0015141
11/30/2023 19:40,137,220.7,13,0.000216667,0.001911
11/30/2023 19:39,164,222.6,16,0.000266667,0.002352
11/30/2023 19:38,259,221.1,27,0.00045,0.003969
11/30/2023 19:37,225,220.7,18.4,0.000306667,0.0027048
11/30/2023 19:36,226,218.5,24.7,0.000411667,0.0036309
11/30/2023 19:35,162,219.6,13.9,0.000231667,0.0020433
11/30/2023 19:34,162,220,18.3,0.000305,0.0026901
11/30/2023 19:33,154,217.7,14,0.000233333,0.002058
11/30/2023 19:32,181,219.2,19.5,0.000325,0.0028665
11/30/2023 19:31,340,220,28,0.000466667,0.004116
11/30/2023 19:28,146,219.6,13,0.000216667,0.001911
11/30/2023 19:27,181,217.4,19.7,0.000328333,0.0028959
11/30/2023 19:26,195,218.5,24.8,0.000413333,0.0036456
11/30/2023 19:25,146,217.7,12.8,0.000213333,0.0018816
11/30/2023 19:24,142,220,14.4,0.00024,0.0021168
11/30/2023 19:20,230,220.3,28.8,0.00048,0.0042336
11/30/2023 19:19,214,218.1,23.5,0.000391667,0.0034545
11/30/2023 19:18,260,217.7,13.8,0.00023,0.0020286
11/30/2023 19:17,212,218.5,13.6,0.000226667,0.0019992
11/30/2023 19:16,189,217.7,23.5,0.000391667,0.0034545
11/30/2023 19:13,161,218.1,14.7,0.000245,0.0021609
11/30/2023 19:12,137,217.7,13.5,0.000225,0.0019845
11/30/2023 19:11,267,218.5,30.7,0.000511667,0.0045129
11/30/2023 19:10,174,219.6,17.9,0.000298333,0.0026313
11/30/2023 19:09,143,217.7,14.2,0.000236667,0.0020874
11/30/2023 19:08,195,219.2,19,0.000316667,0.002793
11/30/2023 19:06,187,220,13.8,0.00023,0.0020286
11/30/2023 19:05,185,220.3,18.5,0.000308333,0.0027195
11/30/2023 19:04,225,221.1,29.4,0.00049,0.0043218
11/30/2023 19:03,176,222.6,19.6,0.000326667,0.0028812
11/30/2023 19:02,267,218.5,34.7,0.000578333,0.0051009
11/30/2023 19:00,220,221.1,22.1,0.000368333,0.0032487
11/30/2023 18:59,230,220.7,29.7,0.000495,0.0043659
11/30/2023 18:46,223,220,24.1,0.000401667,0.0035427
11/30/2023 18:45,302,220.3,34.7,0.000578333,0.0051009
11/30/2023 18:43,170,223,13.1,0.000218333,0.0019257
11/30/2023 18:42,297,222.2,27.3,0.000455,0.0040131
11/30/2023 18:41,160,223,17.7,0.000295,0.0026019
11/30/2023 18:40,116,222.6,15.5,0.000258333,0.0022785
11/30/2023 18:39,261,223,27.5,0.000458333,0.0040425
11/30/2023 18:36,185,222.6,20.8,0.000346667,0.0030576
11/30/2023 18:35,143,223,13.4,0.000223333,0.0019698
11/30/2023 18:34,227,223,25.1,0.000418333,0.0036897
11/30/2023 18:29,178,223.4,15.9,0.000265,0.0023373
11/30/2023 18:28,284,224.1,34.2,0.00057,0.0050274
11/30/2023 18:26,303,222.2,35.8,0.000596667,0.0052626
11/30/2023 18:23,210,223,22.2,0.00037,0.0032634
11/30/2023 18:19,174,222.6,20.2,0.000336667,0.0029694
11/30/2023 18:13,144,224.1,16.3,0.000271667,0.0023961
11/30/2023 18:07,183,223.4,18.3,0.000305,0.0026901
11/30/2023 18:04,154,223,16.8,0.00028,0.0024696
11/30/2023 18:02,135,222.2,14.9,0.000248333,0.0021903
11/30/2023 18:01,148,223,18.3,0.000305,0.0026901
11/30/2023 18:00,149,224.1,16.7,0.000278333,0.0024549
11/30/2023 17:58,138,222.2,13.5,0.000225,0.0019845
11/30/2023 17:54,155,223,14.2,0.000236667,0.0020874
11/30/2023 17:53,275,221.1,35.9,0.000598333,0.0052773
11/30/2023 17:49,156,221.8,16.2,0.00027,0.0023814
11/30/2023 17:45,177,220,18.4,0.000306667,0.0027048
11/30/2023 17:44,157,220.3,15.6,0.00026,0.0022932
11/30/2023 17:43,128,220.7,11.4,0.00019,0.0016758
11/30/2023 17:39,115,221.8,13.2,0.00022,0.0019404
11/30/2023 17:35,135,220,13.8,0.00023,0.0020286
11/30/2023 17:34,200,220.7,20.6,0.000343333,0.0030282
11/30/2023 17:27,119,222.2,13.2,0.00022,0.0019404
11/30/2023 17:26,126,221.1,14.7,0.000245,0.0021609
11/30/2023 17:20,140,220.7,14,0.000233333,0.002058
11/30/2023 17:19,164,222.2,20.3,0.000338333,0.0029841
11/30/2023 17:18,241,219.6,28.7,0.000478333,0.0042189
11/30/2023 17:16,255,220.7,29.4,0.00049,0.0043218
11/30/2023 17:15,173,219.2,21,0.00035,0.003087
11/30/2023 17:14,315,218.5,27,0.00045,0.003969
11/30/2023 17:10,143,220.7,12.6,0.00021,0.0018522
11/30/2023 17:09,310,219.2,28.8,0.00048,0.0042336
11/30/2023 17:08,163,221.1,24.9,0.000415,0.0036603
11/30/2023 17:07,248,221.1,38.3,0.000638333,0.0056301
11/30/2023 17:06,160,221.8,13.3,0.000221667,0.0019551
11/30/2023 17:02,147,220,12.8,0.000213333,0.0018816
11/30/2023 16:59,303,219.6,39.4,0.000656667,0.0057918
11/30/2023 16:58,275,221.1,27.8,0.000463333,0.0040866
11/30/2023 16:54,177,221.8,20.6,0.000343333,0.0030282
11/30/2023 16:52,187,219.6,20.1,0.000335,0.0029547
11/30/2023 16:51,199,220.3,25.5,0.000425,0.0037485
11/30/2023 16:50,321,221.1,33,0.00055,0.004851
11/30/2023 16:49,380,220.7,39.4,0.000656667,0.0057918
11/30/2023 16:47,166,219.2,11.1,0.000185,0.0016317
11/30/2023 16:42,184,219.2,14.7,0.000245,0.0021609
11/30/2023 16:40,118,220,25.9,0.000431667,0.0038073
11/30/2023 16:38,266,219.2,40.6,0.000676667,0.0059682
11/30/2023 16:37,168,219.2,20.9,0.000348333,0.0030723
11/30/2023 16:36,202,219.6,12.7,0.000211667,0.0018669
11/30/2023 16:35,475,217.7,51.3,0.000855,0.0075411
11/30/2023 16:34,247,217.4,30.7,0.000511667,0.0045129
11/30/2023 16:33,331,215.6,40.7,0.000678333,0.0059829
11/30/2023 15:48,0,220.7,0,0,0
11/30/2023 14:24,0,218.5,0,0,0
11/30/2023 14:23,175,213.4,18.4,0.000306667,0.0027048
11/30/2023 14:22,198,215.6,27.4,0.000456667,0.0040278
11/30/2023 14:20,183,214.9,11.9,0.000198333,0.0017493
11/30/2023 14:17,203,209.6,19.9,0.000331667,0.0029253
11/30/2023 14:15,202,211.4,18.9,0.000315,0.0027783
11/30/2023 14:10,313,213.4,34.8,0.00058,0.0051156
11/30/2023 14:07,225,213.1,25.3,0.000421667,0.0037191
11/30/2023 14:06,188,216.3,19.4,0.000323333,0.0028518
11/30/2023 11:51,247,228.5,26.9,0.000448333,0.0039543
11/30/2023 11:50,245,229.3,24.8,0.000413333,0.0036456
11/30/2023 11:49,242,230.6,39.8,0.000663333,0.0058506
11/30/2023 11:48,136,229.8,15.7,0.000261667,0.0023079
11/30/2023 11:46,178,229.3,21.2,0.000353333,0.0031164
11/30/2023 11:45,281,227.7,32.7,0.000545,0.0048069
11/30/2023 11:44,286,228.5,23,0.000383333,0.003381
11/30/2023 11:43,155,229.3,18.2,0.000303333,0.0026754
11/30/2023 11:41,256,228.9,37.6,0.000626667,0.0055272
11/30/2023 11:39,265,226.5,38.4,0.00064,0.0056448
11/30/2023 11:38,245,227.7,23,0.000383333,0.003381
